match_id,period_1_score,period_2_score,period_3_score,period_4_score,period_5_score,period_1_play_score,period_2_play_score,period_3_play_score,period_4_play_score,period_5_play_score,current_display,start_date,current_play_score
12058845,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058851,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058852,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058853,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058854,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058855,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058856,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058857,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058858,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058859,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058860,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058861,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058862,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058863,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058864,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058865,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058866,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058867,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058868,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058869,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058870,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058871,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058872,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058873,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058874,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058875,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058876,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058877,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058878,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058879,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058880,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058881,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058882,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058883,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058884,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058885,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058886,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058887,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058888,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058889,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058890,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058894,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058895,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058896,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058897,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058898,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058899,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058900,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058901,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058902,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058903,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058904,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058905,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058906,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058907,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058908,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058909,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058910,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058914,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058915,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058916,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058917,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058918,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058919,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058920,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058921,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058922,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058923,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058924,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058925,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058926,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058927,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058928,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058929,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058930,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058931,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058932,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058933,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058934,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058935,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058936,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058937,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058938,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058939,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058940,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058941,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058942,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058943,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058944,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058945,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058946,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058947,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058950,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058960,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058961,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058971,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058972,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058973,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058974,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058981,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058982,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058983,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058984,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058995,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12058997,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059044,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059066,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059067,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059068,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059069,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059070,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059071,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059072,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059073,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059074,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059075,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059076,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059077,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059078,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059079,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059080,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059081,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059082,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059083,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059084,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059085,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059086,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059087,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059088,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059089,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059090,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059091,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059092,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059093,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059094,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059095,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059096,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059097,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059108,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059109,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059110,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059111,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059112,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059113,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059114,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059115,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059116,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059117,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059118,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059119,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059120,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059121,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059122,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059123,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059124,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059125,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059126,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059127,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059128,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059129,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059130,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059131,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059132,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059133,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059134,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059135,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059136,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059137,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059138,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059139,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059140,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059141,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059142,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059143,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059144,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059145,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059146,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059147,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059148,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059157,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059158,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059159,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059160,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059161,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059162,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059163,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059164,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059165,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059166,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059167,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059168,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059169,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059170,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059171,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059172,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059173,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059174,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059175,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059176,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059177,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059178,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059179,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059180,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059181,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059182,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059183,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059184,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059185,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059186,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059187,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059188,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059189,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059190,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059191,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059192,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059193,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059194,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059195,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059196,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059197,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059198,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059199,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059200,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059201,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059202,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059203,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059204,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059210,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059217,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059218,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059219,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059221,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059222,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059223,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059224,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059225,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059226,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059227,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059228,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059234,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059240,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059277,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059291,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059294,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059369,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059381,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059475,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059490,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059493,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059494,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059496,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059497,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059498,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059499,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059500,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059501,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059502,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059503,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059504,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059505,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059506,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059507,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059508,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059509,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059510,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059511,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059836,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059837,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059842,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059845,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059846,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059848,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059849,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059940,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12059941,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060110,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060121,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060163,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060176,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060306,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060517,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060680,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060681,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060682,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060687,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060688,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060689,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060690,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060691,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060692,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060693,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060694,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060695,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060696,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060697,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060698,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060699,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060700,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060701,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060702,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060754,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060755,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060772,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060788,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060796,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060799,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060800,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060801,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060802,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060803,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060804,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060805,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060806,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060819,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060829,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060830,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060832,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060869,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060888,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060931,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060932,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060934,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
12060936,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
