match_id,full_name,height
12040507,"Sandgren, Tennys",1.88
12040508,"Marchenko, Illya",1.85
12040509,"Kwiatkowski, Thai-Son",1.88
12040510,"Svajda, Trevor",1.75
12040511,"Kudla, Denis",1.8
12040512,"Trungelliti, Marco",1.78
12040515,"Mayo, Aidan",1.83
12040582,"Reami, Adriana",
12040583,"Candiotto, Ana",
12040584,"Okalova, Martina",
12040585,"Senties, Ximena",
12040586,"Proctor, Lauren",
12040589,"Herazo Gonzalez, Maria Fernanda",1.67
12040590,"Bayerlová, Michaela",
12040591,"Manasse, Maegan",
12040592,"Zhu, Amy",
12040593,"Hewitt, Dalayna",
12040595,"Lemaître, Tiphanie",
12040596,"Fossa Huergo, Nicole",
12040597,"Failla, Jessica",
12040680,"Gaal, Corey",1.88
12040681,"Puttergill, Calum",1.83
12040692,"Imamura, Masamichi",1.78
12040789,"Watanabe, Seita",1.8
12040790,"Braithwaite, Thomas",1.85
12040857,"Quevedo, Kaitlin",
12040858,"Mushika, Mio",
12040859,"Wu, Ho Ching",
12040860,"Yoshioka, Kisa",
12040861,"Barry, Monique",
12040862,"Sato, Hikaru",
12040870,"Klintcharov, Alexander",1.88
12041038,"Karlovskiy, Evgeny",1.91
12041476,"Katsumi, Nanari",
12041483,"Dev, S D Prajwal",1.75
12041484,"Zakharov, Alexey",1.85
12041658,"Wallart, Enzo",1.85
12041702,"Castelnuovo, Luca",1.85
12041727,"Sakatsume, Himeno",
12041751,"Hesse, Amandine",1.64
12041752,"Bhosale, Rutuja",
12041753,"Hunter, Storm",1.66
12041758,"Hibino, Nao",1.63
12041759,"Pieczkowski, Olaf",1.83
12041771,"Preda, Luca",
12041772,"Kimhi, Orel",1.73
12041783,"Mi, Tianmi",
12041784,"Zhiyenbayeva, Sonja",
12041785,"Shyla, Yaraslav",1.91
12041786,"Dencheva, Rositsa",
12041790,"Garkusha, Eva",
12041792,"Nesterov, Alexey",
12041794,"Rivkin, Nikol",
12041795,"Lumsden, Ewen",
12041799,"Aikawa, Mayuka",
12041800,"Kozaki, Funa",
12041801,"Massara, Antonio",1.78
12041802,"Zolotareva, Rada",
12041803,"Markovic, Sasa",
12041805,"Zvonaru, Ioana",
12041806,"Zolotareva, Anastasia",
12041809,"Demidova, Diana",
12041810,"Granwehr, Alina",
12041811,"Vargová, Nina",
12041812,"Tsygourova, Katerina",
12041813,"Hopp, Michel",
12041814,"Salton, Dylan",1.78
12041816,"Cox, Daniel",1.7
12041820,"Miedler, Lucas",1.83
12041833,"Albot, Radu",1.75
12041834,"Snitari, Ilya",1.88
12041844,"Nedic, Andrej",
12041849,"Damm Jr, Martin",2.03
12041853,"Herbert, Pierre Hugues",1.88
12041895,"Stewart, Hamish",
12041896,"Parry, Diane",1.7
12041918,"Krueger, Ashlyn",1.85
12041925,"Collins, Danielle",1.78
12041926,"Ostapenko, Jelena",1.77
12041927,"Noskova, Linda",1.79
12041940,"Reco, Alexandre",1.85
12041941,"Nagel, Arthur",
12041942,"Weir, Phoenix",
12041943,"Bouquet, Lucas",1.85
12041944,"Deschamps, Thomas (Fra)",1.85
12041945,"Freire Da Silva, Adan",
12041946,"Renard, Lucas",1.83
12041947,"Pel, Stijn",1.85
12041948,"Nedelchev, Nikolay",
12041949,"Di Sarra, Federica",
12041951,"Storrie, Ryan James",1.75
12041952,"Morderger, Tayisiya",
12041953,"Fomba, Luc",
12041954,"Garcian, Axel",1.78
12041955,"Steinegger, Yannik",1.88
12041956,"Roumane, Rayane",1.93
12041957,"Raquillet, Leo",
12041958,"Radwańska, Urszula",1.77
12041961,"Zuk, Kacper",1.83
12041962,"Kalamaris, Georgia",
12041964,"Cao, Yajing",
12041965,"Sedysheva, Anna",
12041967,"Liauw A Fong, Noa",
12041969,"Cavelli, Carola",
12041970,"Nikolenko, Tatyana",
12041976,"Kalyakina, Maria",
12042016,"Pouille, Lucas",1.85
12042017,"Matusevich, Anton",1.85
12042081,"Peliwo, Filip",1.8
12042187,"Ozerova, Anna",
12042188,"Belgraver, Julie",
12042189,"Koshiishi, Ayumi",
12042190,"Özgen, Pemra",1.7
12042192,"Stoiber, Ranah Akua",
12042193,"Gimbrère, Jasmijn",
12042274,"Liucci, Francesco",
12042275,"Agostini, Simone",1.85
12042277,"Ferrari, Francesco",1.8
12042278,"Brigida, Omar",
12042279,"Bertimon, Maxence",
12042280,"Tresca, Giuseppe",1.78
12042286,"Benzal Alia, Ignacio",1.83
12042296,"Chanta, Thanapet",
12042335,"Martynov, Diana",
12042336,"Rakotomanga Rajaonah, Tiantsoa Sarah",
12042392,"Grenier, Hugo",1.96
12042435,"Bass, Finn",1.8
12042441,"Bonsach Ganley, Kane",
12042442,"Szostak, Marine",
12042443,"Ivanov, Saveliy",
12042444,"Drinic, Milan",1.85
12042445,"Zakaryia, Faris",
12042459,"Blinkova, Anna",1.79
12042473,"Bondar, Anna",1.75
12042475,"Andreeva, Erika",
12042476,"Wickmayer, Yanina",1.82
12042484,"Laboutková, Aneta",
12042494,"Hrazdil, Jan",
12042497,"Bertola, Remy",1.75
12042508,"Jokic, Katarina",
12042527,"Lopez, Noah",1.83
12042564,"Plaza Araujo, Luana",
12042566,"Walker, Brandy",
12042568,"Bulatova, Arina",
12042569,"Parravicini, Gaia",
12042570,"Colling, Solymar",
12042571,"Chen, Meng Yi",
12042572,"Rao, Sandeepti Singh",
12042573,"Maslenkova, Milana",
12042574,"Boehner, Laura",
12042577,"Stagno, Beatrice",
12042578,"Pietri, Benjamin",1.83
12042579,"Fernandez Canovas, Andres",
12042580,"Raggi, Angelica",
12042581,"Kudriashov, Igor",
12042582,"Yamanaka, Taiyo",1.7
12042583,"Kukasian, Artur",
12042584,"Khazime, Daniel",
12042586,"Wood, Warren",
12042587,"Iordache, Alexandra",
12042590,"Brown, Alexander",1.98
12042601,"Lobanov, Aleksandr",
12042614,"Popko, Dmitry",1.91
12042632,"Morderger, Yana",
12042635,"Buse, Ignacio",1.83
12042672,"Gettwart, Fabienne",
12042686,"Bruna, Nicolas",1.88
12042689,"Cury Bueres, Matheus",
12042692,"Lucero, Joel Angel",
12042693,"Britto, Luis",1.78
12042694,"Cuevas, Martín",1.91
12042695,"Cigarran, Thiago",1.83
12042696,"Del Pino, Mateo",1.73
12042697,"Lehmann, Nikos",1.85
12042698,"March, Antonio Cayetano",1.75
12042699,"Monferrer, Ezequiel",1.7
12042700,"Johnson, Steve",1.88
12042724,"Cerundolo, Juan Manuel",1.83
12042725,"Gomez, Federico Agustin",1.91
12042741,"Marchenko, Illya",1.85
12042772,"Kwong, Louise",
12042773,"Yamakita, Mia",
12042774,"Gynina, Valery",
12042776,"Bervid, Victoria",1.9
12042777,"Bhatia, Riya",
12042778,"Hitt, Zoe",
12042779,"Drame, Petja",
12042780,"Schmidt, Mara",
12042781,"Verma, Rhea",
12042782,"Imbo Nloga, Samantha",
12042783,"Bartha, Panna",
12042784,"Malik, Tara",
12042786,"Nava Elkin, Amanda Carolina",
12042787,"Evtimova, Dia",1.68
12042789,"Markovski, Obrad",
12042791,"Dickerson, Ryan",
12042793,"Mbithi, Mwendwa",2.0
12042794,"Buitrago, Nicolás",1.85
12042797,"Villoslada, Edouard",1.8
12042803,Goncalves Ceolin J.,1.8
12043197,"Pedretti, Thaisa Grana",
12043198,"Failla, Jessica",
12043199,"Corley, Carmen",
12043200,"Hewitt, Dalayna",
12043201,"Navarro Oliva, Maria Fernanda",
12043202,"Kudla, Denis",1.8
12043231,"Buitrago, Nicolás",1.85
12043233,"Bayerlová, Michaela",
12043234,"Fossa Huergo, Nicole",
12043235,"Candiotto, Ana",
12043258,"Trungelliti, Marco",1.78
12043264,"Bradshaw, Jacob",1.88
12043265,"Ilagan, Andre",1.73
12043266,"Ochi, Makoto",1.75
12043267,"Kumasaka, Takuya",1.75
12043268,"Mochizuki, Yuki",1.73
12043269,"Langmo, Christian",1.91
12043298,"Popovic, Ivana",
12043299,"Smith, Tina Nadine",
12043301,"Fetecău, Irina",
12043303,"Fourlis, Jaimee",1.68
12043304,"Okamura, Kyoka",
12043307,"Joint, Maya",
12043313,"Hule, Petra",
12043317,"Micic, Elena",
12043337,"Park, Sohyun",
12044869,"Kudermetova, Veronika",1.75
12045186,"Casanova, Andrin",1.83
12045187,"Fernandez Canovas, Andres",
12045210,"Pel, Stijn",1.85
12045211,"Ghazouani Durand, Yanis",
12045325,"Pietri, Benjamin",1.83
12045326,"Kukasian, Artur",
12045455,"Makhlouf, Mohamed Nazim",1.93
12045569,"Lobanov, Aleksandr",
12045601,"Jadoun, Nicolas",
12045608,"Storrie, Ryan James",1.75
12045732,"Reco, Alexandre",1.85
12045783,"Wood, Warren",
12045823,"Vanshelboim, Eric",1.88
12045824,"Tomić, Bernard",1.96
12045825,"Forejtek, Jonas",1.83
12045826,"Dalla Valle, Enrico",1.96
12045827,"Švrčina, Dalibor",1.78
12045828,"Nagal, Sumit",1.78
12045898,"Nikolenko, Tatyana",
12045901,"Cavelli, Carola",
12045904,"Park, Subin",
12045905,"Sedysheva, Anna",
12045908,"Cao, Yajing",
12046039,"Noskova, Linda",1.79
12046053,"Rivkin, Nikol",
12046054,"Dencheva, Rositsa",
12046056,"Aikawa, Mayuka",
12046057,"Martinez Martinez, Jorge",1.7
12046059,"Pawlak, Lucie",
12046061,"Genov, Anthony",
12046062,"Barranco Cosano, Javier",1.78
12046067,"Tomescu, Dan Alexandru",
12046069,"Markovic, Sasa",
12046071,"Mi, Tianmi",
12046072,"Massara, Antonio",1.78
12046073,"Pieri, Samuele",
12046075,"Lumsden, Ewen",
12046076,"Hageman, Madelief",
12046077,"Hopp, Michel",
12046078,"Gulin, Svyatoslav",1.78
12046081,"Amariei, Ilinca Dalina",
12046082,"Demidova, Diana",
12046084,"Giotis, Rafael",1.75
12046120,"Branstine, Carson",1.8
12046127,"Bertola, Remy",1.75
12046128,"Krajinović, Filip",1.85
12046130,"Vesely, Jiri",1.98
12046134,"Colne, Nicolas",
12046135,"Garcian, Axel",1.78
12046141,"Walch, Antoine",
12046187,"Drinic, Milan",1.85
12046188,"Bass, Finn",1.8
12046189,"Zakaryia, Faris",
12046191,"Bonsach Ganley, Kane",
12046194,"Hrazdil, Jan",
12046198,"Lopez, Noah",1.83
12046205,"Verbin, Pavel",
12046236,"Menezes, João",1.85
12046237,Perfetti Noah,
12046239,"Ferrari, Francesco",1.8
12046241,"Bertimon, Maxence",
12046242,"Moraing, Oscar",1.83
12046244,"Brigida, Omar",
12046245,"Hamza Reguig, Samir",1.83
12046248,"Zielinski, Marcel",
12046252,"Fuele, Matyas",1.8
12046253,"Garcian, Axel",1.78
12046273,"Ružić, Antonia",
12046274,"Boskovic, Lea",
12046278,"Malygina, Elena",
12046279,"Salden, Lara",
12046284,"Ryser, Valentina",
12046286,"Maloney, Eliz",
12046288,"Barthel, Mona",1.85
12046289,"Daley, Danielle",
12046290,"Özgen, Pemra",1.7
12046367,"Ambrosio, Silvia",
12046368,"Curmi, Francesca",
12046369,"Oberleitner, Neil",1.93
12046370,"Malige, Mae",
12046372,"Seidel, Ella",1.76
12046373,"Avdeeva, Julia",
12046381,"Sciahbasi, Lorenzo",1.88
12046388,"Plaza Araujo, Luana",
12046389,"Reguer, Alyssa",
12046390,"Potenza, Luca",1.78
12046394,"Christofi, Eleni",
12046396,"Agafonov, Egor",1.85
12046398,"Blanch, Ulises",1.88
12046403,"Saner, Julita",
12046404,"Werner, Caroline",
12046406,Mutavdžić Matilda,
12046408,"Chen, Meng Yi",
12046409,"Walker, Brandy",
12046412,"de Michele, Fabio",
12046503,"Del Pino, Mateo",1.73
12046507,"Lehmann, Nikos",1.85
12046510,"Menezes, João",1.85
12046511,"Lucero, Joel Angel",
12047499,"Rosatello, Camilla",
12047771,"Bucsa, Cristina",1.76
12048717,"Zeppieri, Giulio",1.83
12018534,"Musetti, Lorenzo",1.85
12018579,"Ilagan, Andre",1.73
12018581,"Schoolkate, Tristan",1.83
12018583,"Takahashi, Yusuke",1.7
12018584,"Sekulic, Philip",1.91
12018625,"Napolitano, Stefano",1.96
12018629,"Nagal, Sumit",1.78
12018630,"Palan, Dominik",1.91
12018634,"Tomić, Bernard",1.96
12018646,"Shelbayh, Abedallah",1.8
12018652,"Jubb, Paul",1.8
12018653,"Guinard, Manuel",1.98
12018666,"Krueger, Ashlyn",1.85
12018668,"Linette, Magda",1.71
12018700,"Blinkova, Anna",1.79
12018721,"Bhamidipaty, Shrivalli Rashmikaa",
12018727,"Hunter, Storm",1.66
12018731,"Hartono, Arianne",
12018733,"Semenistaja, Darja",
12037715,"Jones, Hayden",1.75
12037716,"Schoolkate, Tristan",1.83
12037721,"Lock, Benjamin",1.98
12037724,"Mott, Blake",1.8
12037725,"Shimizu, Yuta",1.63
12038853,"Gasquet, Richard",1.83
12038855,"Muller, Alexandre",1.83
12038857,"Davidovich Fokina, Alejandro",1.83
12038858,"Van Assche, Luca",1.78
12038862,"Murray, Andy",1.91
12038865,"Shevchenko, Alexander",1.85
12039075,"Wang, Xiyu",1.82
12039076,"Samsonova, Liudmila",1.82
12039078,"Linette, Magda",1.71
12039079,"Raducanu, Emma",1.75
12039080,"Zhu, Lin",1.73
12039081,"Badosa, Paula",1.8
12039182,"Added, Dan",1.83
12039184,"Tseng, Chun Hsin",1.75
12039186,"Roca Batalla, Oriol",1.75
12039187,"Echargui, Moez",1.78
12039188,"Mukund, Sasikumar",1.85
12039189,"Vincent Ruggeri, Samuel",1.91
12039197,"Weber, Arthur",1.85
12039289,"Minnen, Greet",
12039290,"Bogdan, Ana",1.71
12039294,"Cristian, Jaqueline",1.82
12039295,"Mitu, Andreea",1.75
12039296,"Avanesyan, Elina",1.72
12039300,"McNally, Catherine",1.81
12039302,"Maria, Tatjana",1.72
12039447,"Donskoy, Evgeny",1.85
12039966,"Escoffier, Antoine",1.85
12039967,"Guinard, Manuel",1.98
12039968,"Mpetshi Perricard, Giovanni",2.03
12039969,"Shelbayh, Abedallah",1.8
12039970,"Andreev, Adrian",1.8
12039971,"Blockx, Alexander",1.91
12039972,"Giustino, Lorenzo",1.8
12039973,"Martineau, Matteo",1.83
12039975,"de Loore, Joris",1.91
12039979,"Seyboth Wild, Thiago",1.85
12039981,"Comesaña, Francisco",1.78
12039983,"Varillas, Juan Pablo",1.85
12039985,"Altmaier, Daniel",1.88
12039987,"Cachin, Pedro",1.85
12039989,"Garin, Cristian",1.85
12039990,"Carballes Baena, Roberto",1.83
12039991,"Munar, Jaume",1.83
12040209,"Zidanšek, Tamara",1.68
12040210,"Raina, Ankita",1.63
12040211,"Birrell, Kimberly",1.7
12040212,"Uchijima, Moyuka",1.74
12040215,"Lamens, Suzan",
12040218,"Kudermetova, Polina",
12040219,"Yamalapalli, Sahaja",
12040226,"Musetti, Lorenzo",1.85
12040230,"Lestienne, Constant",1.8
12040233,"Kovacevic, Aleksandar",1.83
12040234,"Neff, Adam",1.83
12040236,"Eubanks, Christopher",2.01
12040237,"Svajda, Zachary",1.75
12040239,"Nishioka, Yoshihito",1.7
12040240,"Purcell, Max",1.85
12041751,"Hesse, Amandine",1.64
12041752,"Bhosale, Rutuja",
12041753,"Hunter, Storm",1.66
12041758,"Hibino, Nao",1.63
12041783,"Mi, Tianmi",
12041785,"Shyla, Yaraslav",1.91
12041794,"Rivkin, Nikol",
12041802,"Zolotareva, Rada",
12041896,"Parry, Diane",1.7
12041925,"Collins, Danielle",1.78
12041926,"Ostapenko, Jelena",1.77
12041927,"Noskova, Linda",1.79
12041949,"Di Sarra, Federica",
12041952,"Morderger, Tayisiya",
12041954,"Garcian, Axel",1.78
12041955,"Steinegger, Yannik",1.88
12041956,"Roumane, Rayane",1.93
12042016,"Pouille, Lucas",1.85
12042190,"Özgen, Pemra",1.7
12042192,"Stoiber, Ranah Akua",
12042193,"Gimbrère, Jasmijn",
12042335,"Martynov, Diana",
12042336,"Rakotomanga Rajaonah, Tiantsoa Sarah",
12042392,"Grenier, Hugo",1.96
12042442,"Szostak, Marine",
12042459,"Blinkova, Anna",1.79
12042472,"Kraus, Sinja",
12042473,"Bondar, Anna",1.75
12042474,"Arango, Emiliana",
12042475,"Andreeva, Erika",
12042476,"Wickmayer, Yanina",1.82
12042484,"Laboutková, Aneta",
12042497,"Bertola, Remy",1.75
12042632,"Morderger, Yana",
12042672,"Gettwart, Fabienne",
12042686,"Bruna, Nicolas",1.88
12042689,"Cury Bueres, Matheus",
12042692,"Lucero, Joel Angel",
12042693,"Britto, Luis",1.78
12042694,"Cuevas, Martín",1.91
12042695,"Cigarran, Thiago",1.83
12042696,"Del Pino, Mateo",1.73
12042697,"Lehmann, Nikos",1.85
12042698,"March, Antonio Cayetano",1.75
12042699,"Monferrer, Ezequiel",1.7
12042700,"Johnson, Steve",1.88
12042724,"Cerundolo, Juan Manuel",1.83
12042725,"Gomez, Federico Agustin",1.91
12042726,"Schwartzman, Diego",1.7
12042727,"Barrios Vera, Tomás",1.91
12042741,"Marchenko, Illya",1.85
12042772,"Kwong, Louise",
12042773,"Yamakita, Mia",
12042774,"Gynina, Valery",
12042776,"Bervid, Victoria",1.9
12042777,"Bhatia, Riya",
12042778,"Hitt, Zoe",
12042779,"Drame, Petja",
12042780,"Schmidt, Mara",
12042781,"Verma, Rhea",
12042782,"Imbo Nloga, Samantha",
12042783,"Bartha, Panna",
12042784,"Malik, Tara",
12042786,"Nava Elkin, Amanda Carolina",
12042787,"Evtimova, Dia",1.68
12042789,"Markovski, Obrad",
12042791,"Dickerson, Ryan",
12042793,"Mbithi, Mwendwa",2.0
12042794,"Buitrago, Nicolás",1.85
12042795,"Carnevale-Miino, Tommaso",1.96
12042797,"Villoslada, Edouard",1.8
12042798,"Jones, Adam",
12042800,"Bonnaud, Arthur",1.75
12042801,"Stakusic, Marko",1.91
12042803,Goncalves Ceolin J.,1.8
12043197,"Pedretti, Thaisa Grana",
12043198,"Failla, Jessica",
12043199,"Corley, Carmen",
12043200,"Hewitt, Dalayna",
12043201,"Navarro Oliva, Maria Fernanda",
12043202,"Kudla, Denis",1.8
12043231,"Buitrago, Nicolás",1.85
12043233,"Bayerlová, Michaela",
12043234,"Fossa Huergo, Nicole",
12043235,"Candiotto, Ana",
12043258,"Trungelliti, Marco",1.78
12043264,"Bradshaw, Jacob",1.88
12043265,"Ilagan, Andre",1.73
12043266,"Ochi, Makoto",1.75
12043267,"Kumasaka, Takuya",1.75
12043268,"Mochizuki, Yuki",1.73
12043269,"Langmo, Christian",1.91
12043298,"Popovic, Ivana",
12043299,"Smith, Tina Nadine",
12043300,"Saito, Sara",
12043301,"Fetecău, Irina",
12043302,"You, Xiaodi",
12043303,"Fourlis, Jaimee",1.68
12043304,"Okamura, Kyoka",
12043305,"Mushika, Mio",
12043306,"Hon, Priscilla",
12043307,"Joint, Maya",
12043308,"Ma, Yexin",
12043312,"Hosogi, Sakura",
12043313,"Hule, Petra",
12043314,"McPhee, Kaylah",
12043317,"Micic, Elena",
12043321,"Sema, Erika",
12044869,"Kudermetova, Veronika",1.75
12045186,"Casanova, Andrin",1.83
12045187,"Fernandez Canovas, Andres",
12045210,"Pel, Stijn",1.85
12045211,"Ghazouani Durand, Yanis",
12045325,"Pietri, Benjamin",1.83
12045326,"Kukasian, Artur",
12045455,"Makhlouf, Mohamed Nazim",1.93
12045569,"Lobanov, Aleksandr",
12045601,"Jadoun, Nicolas",
12045608,"Storrie, Ryan James",1.75
12045732,"Reco, Alexandre",1.85
12045783,"Wood, Warren",
12045823,"Vanshelboim, Eric",1.88
12045824,"Tomić, Bernard",1.96
12045825,"Forejtek, Jonas",1.83
12045826,"Dalla Valle, Enrico",1.96
12045827,"Švrčina, Dalibor",1.78
12045828,"Nagal, Sumit",1.78
12045898,"Nikolenko, Tatyana",
12045901,"Cavelli, Carola",
12045904,"Park, Subin",
12045905,"Sedysheva, Anna",
12045908,"Cao, Yajing",
12046038,"Bronzetti, Lucia",1.7
12046039,"Noskova, Linda",1.79
12046053,"Rivkin, Nikol",
12046054,"Dencheva, Rositsa",
12046056,"Aikawa, Mayuka",
12046057,"Martinez Martinez, Jorge",1.7
12046059,"Pawlak, Lucie",
12046061,"Genov, Anthony",
12046062,"Barranco Cosano, Javier",1.78
12046067,"Tomescu, Dan Alexandru",
12046069,"Markovic, Sasa",
12046071,"Mi, Tianmi",
12046072,"Massara, Antonio",1.78
12046073,"Pieri, Samuele",
12046075,"Lumsden, Ewen",
12046076,"Hageman, Madelief",
12046077,"Hopp, Michel",
12046078,"Gulin, Svyatoslav",1.78
12046081,"Amariei, Ilinca Dalina",
12046082,"Demidova, Diana",
12046084,"Giotis, Rafael",1.75
12046120,"Branstine, Carson",1.8
12046126,"Kukushkin, Mikhail",1.83
12046127,"Bertola, Remy",1.75
12046128,"Krajinović, Filip",1.85
12046129,"Harris, Billy",1.93
12046130,"Vesely, Jiri",1.98
12046134,"Colne, Nicolas",
12046135,"Garcian, Axel",1.78
12046137,"Grenier, Hugo",1.96
12046138,"Rinderknech, Arthur",1.96
12046139,"Goffin, David",1.8
12046140,"Shapovalov, Denis",1.85
12046141,"Walch, Antoine",
12046187,"Drinic, Milan",1.85
12046188,"Bass, Finn",1.8
12046189,"Zakaryia, Faris",
12046191,"Bonsach Ganley, Kane",
12046194,"Hrazdil, Jan",
12046198,"Lopez, Noah",1.83
12046205,"Verbin, Pavel",
12046236,"Menezes, João",1.85
12046237,Perfetti Noah,
12046239,"Ferrari, Francesco",1.8
12046241,"Bertimon, Maxence",
12046242,"Moraing, Oscar",1.83
12046244,"Brigida, Omar",
12046245,"Hamza Reguig, Samir",1.83
12046248,"Zielinski, Marcel",
12046252,"Fuele, Matyas",1.8
12046253,"Garcian, Axel",1.78
12046273,"Ružić, Antonia",
12046274,"Boskovic, Lea",
12046276,"Belgraver, Julie",
12046277,"Miyazaki, Yuriko Lily",
12046278,"Malygina, Elena",
12046279,"Salden, Lara",
12046280,"Strešnáková, Katarína",
12046281,"Harrison, Catherine",1.65
12046283,"Bolkvadze, Mariam",
12046284,"Ryser, Valentina",
12046285,"Kempen, Magali",
12046286,"Maloney, Eliz",
12046288,"Barthel, Mona",1.85
12046289,"Daley, Danielle",
12046290,"Özgen, Pemra",1.7
12046366,"Bax, Florent",1.85
12046367,"Ambrosio, Silvia",
12046368,"Curmi, Francesca",
12046369,"Oberleitner, Neil",1.93
12046370,"Malige, Mae",
12046371,"Boisson, Loïs",
12046372,"Seidel, Ella",1.76
12046373,"Avdeeva, Julia",
12046374,"Von Deichmann, Kathinka",1.76
12046380,"Tan, Harmony",1.7
12046381,"Sciahbasi, Lorenzo",1.88
12046388,"Plaza Araujo, Luana",
12046389,"Reguer, Alyssa",
12046390,"Potenza, Luca",1.78
12046394,"Christofi, Eleni",
12046396,"Agafonov, Egor",1.85
12046398,"Blanch, Ulises",1.88
12046403,"Saner, Julita",
12046404,"Werner, Caroline",
12046406,Mutavdžić Matilda,
12046408,"Chen, Meng Yi",
12046409,"Walker, Brandy",
12046481,"Comesaña, Francisco",1.78
12046490,"Hoyos Franco, Alejandro",1.8
12046491,"Rybakov, Alex",1.85
12046492,"Boitan, Gabi Adrian",1.85
12046503,"Del Pino, Mateo",1.73
12046506,"Bruna, Nicolas",1.88
12046507,"Lehmann, Nikos",1.85
12046508,"Ribero, Franco",1.88
12046509,"Cigarran, Thiago",1.83
12046510,"Menezes, João",1.85
12046511,"Lucero, Joel Angel",
12046512,"Torres, Juan Bautista",1.78
12046514,"Descotte, Matias Franco",1.91
12046519,"Reis da Silva, João Lucas",1.78
12046521,"Justo, Guido Ivan",1.78
12046528,"Robinson, Jada",
12046529,"Mandelikova, Katerina",
12046530,"Gynina, Valery",
12046531,"Bartha, Panna",
12046532,"Kendall-Woseley, Meisha",
12046533,"Reed, Lexington",
12046536,"Kozyreva, Maria",
12046537,"Bui, Jada",
12046538,"Min, Grace",1.63
12046540,"Ma, Lea",
12046543,"Bowers, Ashton",
12046573,"Kalieva, Elvina",
12046576,"Sanchez, Ana Sofia",
12046577,"Vickery, Sachia",1.63
12046578,"Burillo Escorihuela, Irene",
12046579,"Sierra, Solana",
12046580,"Lepchenko, Varvara",1.8
12046582,"Li, Ann",1.7
12046583,"Alves, Carolina",1.7
12046772,"Michelsen, Alex",1.93
12046784,"Mmoh, Michael",1.88
12046789,"Eubanks, Christopher",2.01
12046791,"Giron, Marcos",1.8
12046848,"Ilkel, Berk",1.8
12046852,"Flores, Jesse",1.88
12046863,"Reitano, Stefano",1.8
12046871,"Marmousez, Lilian",1.8
12046872,"Saitoh, Keisuke",1.63
12046874,"Palosi, Stefan",1.8
12046875,"Whitehouse, Mark",1.88
12046876,"Tabacco, Fausto",1.83
12046877,"Safwat, Mohamed",1.8
12046878,"Purtseladze, Saba",1.91
12046879,"Makhlouf, Mohamed Nazim",1.93
12046881,"Alkotop, Mousa",
12046882,"Berrettini, Jacopo",1.93
12046883,"Fernandez Flores, Diego",1.85
12046884,"Tabacco, Giorgio",1.78
12046885,"Paul, Jakub",1.8
12046890,"Andreevskaya, Vladislava",
12046891,"Dinu, Cristina",
12046892,"Matoula, Martha",
12046893,"Sakamoto, Rei",1.93
12046895,"Ormaechea, Paula",1.7
12046896,"Ojakaar, Oliver",1.91
12046903,"Arutiunian, Erik",1.91
12046920,"Fomba, Luc",
12046922,"Pel, Stijn",1.85
12046923,"Weir, Phoenix",
12046924,"Vatutin, Alexey",1.78
12046927,"Gavrielides, Liam",1.88
12046929,"Vylegzhanin, Nikolay",1.78
12046931,"Gueymard Wayenburg, Sascha",1.88
12046933,"Bechri, Chiraz",
12046938,"Martin Tiffon, Pol",1.83
12046940,"Ibragimova, Alevtina",
12046943,"Drugdová, Salma",
12046945,"Silva, Eden",1.75
12046946,"Oetzbach, Adrian",1.85
12046949,"Sauvant, Chantal",
12046950,"Ouakaa, Aziz",
12046952,"Radovanovic, Nina",
12046953,"Kostic, Tamara",
12046956,"Zucchini, Arianna",
12046964,"Grey, Sarah Beth",
12046966,"Cengiz, Berfu",
12047499,"Rosatello, Camilla",
12047771,"Bucsa, Cristina",1.76
12048606,"Laki, Michaela",
12048607,"Saigo, Rina",
12048608,"Ayukawa, Mana",
12048609,"Smejkalova, Amelie",
12048610,"Chen, Meng Yi",
12048611,"Frayman, Daria",
12048612,"Gea, Arthur",1.8
12048613,"Hopp, Michel",
12048614,"Polukhin, Savva",
12048615,"Habib, Hady",1.88
12048616,"Elicha Navas, Gabriel",
12048617,"Furlanetto, Marco",
12048618,"Spiridon, Denis Constantin",
12048707,"Den Heijer, Guy",
12048709,"Zgirovsky, Alexander",1.91
12048710,"Hudd, Emile",1.93
12048711,"Gengel, Marek",1.85
12048712,"Visker, Niels",1.91
12048713,"Bass, Finn",1.8
12048714,"Liaonenka, Aliaksandr",1.96
12048717,"Zeppieri, Giulio",1.83
12048792,"Wong, Hong Yi Cody",
12048793,"Samir, Sandra",
12048794,"Bejenaru, Karola Patricia",
12048795,"Laskutova, Ksenia",
12048796,"Bakker, Annelin",
12048797,"Phanthala, Margot",
12048799,"Shalimova, Ekaterina",
12048803,"Hoedt, Merel",
12048804,"Zelinskaya, Daria",
12048806,"Refaat, Merna",
12048807,"Alhussein Abdel Aziz, Lamis",
12048833,"Büyükakçay, Çağla",1.72
12048834,"Pavlou , Dimitra",
12048835,"In-Albon, Ylena",1.6
12048836,"Mi, Tianmi",
12048837,"Pawlak, Lucie",
12048838,"Hercog, Polona",1.85
12048839,"Janicijevic, Selena",1.83
12048841,"Dencheva, Rositsa",
12048842,"Oliynykova, Oleksandra",
12049021,"Dunne, Katy",
12049059,"Fancutt, Thomas",1.88
12049060,"Ovcharenko, Oleksandr",1.85
12049061,"Jianu, Filip Cristian",1.8
12049062,Perfetti Noah,
12049063,"Bagnolini, Daniel",
