match_id,full_name,height
12052157,"Dunne, Katy",
12052220,"Ionel, Nicholas David",1.85
12052221,"Den Heijer, Guy",
12052222,"Visscher, Stephanie Judith",
12052255,"Léonard, Manon",
12052260,"Iannaccone, Federico",1.83
12052261,"Sadiković, Amra",1.86
12052281,"Kužmová, Katarína",
12052307,"Walch, Antoine",
12052312,"Masur, Daniel",1.83
12052333,"Ribeiro, Eduardo",1.78
12052367,"Karunaratne, Adithya",
12052382,"Khomutsianskaya, Daria",
12052429,"Musitelli, François",
12052448,"Zamarripa, Maribella",
12052488,"Chwalinska, Maja",1.64
12052551,Vallejo Daniel,1.83
12017962,"Ramos-Vinolas, Albert",1.88
12017966,"Bagnis, Facundo",1.83
12017968,"Etcheverry, Tomas Martin",1.96
12017973,"Darderi, Luciano",1.83
12017975,"Cerundolo, Francisco",1.85
12018498,"Mmoh, Michael",1.88
12018499,"Daniel, Taro",1.91
12018501,"Tiafoe, Frances",1.88
12018506,"Mannarino, Adrian",1.8
12018508,"Thompson, Jordan",1.83
12018509,"Giron, Marcos",1.8
12018510,"Duckworth, James",1.83
12018512,"Koepfer, Dominik",1.8
12018529,"Humbert, Ugo",1.88
12018530,"Korda, Sebastian",1.96
12018531,"Auger-Aliassime, Felix",1.93
12018533,"Humbert, Ugo",1.88
12018534,"Machač, Tomáš",1.83
12018535,"Hurkacz, Hubert",1.96
12018536,"Ruusuvuori, Emil",1.88
12018541,"Lehečka, Jiří",1.85
12018543,"Bautista Agut, Roberto",1.83
12018574,"Walton, Adam",1.83
12018575,"McCabe, James",1.88
12018577,"McCabe, James",1.88
12018578,"Langmo, Christian",1.91
12018580,"Uchiyama, Yasutaka",1.83
12018582,"Ochi, Makoto",1.75
12018585,"Uchiyama, Yasutaka",1.83
12018588,"Tu, Li",1.8
12018621,"Donskoy, Evgeny",1.85
12018622,"Dalla Valle, Enrico",1.96
12018623,"Mukund, Sasikumar",1.85
12018624,"Tseng, Chun Hsin",1.75
12018626,"Palan, Dominik",1.91
12018628,"Echargui, Moez",1.78
12018630,"Vincent Ruggeri, Samuel",1.91
12018631,"Blanchet, Ugo",1.75
12018643,"Kolar, Zdenek",1.83
12018644,"Ritschard, Alexander",1.93
12018648,"Kukushkin, Mikhail",1.83
12018649,"Kolar, Zdenek",1.83
12018651,"Mpetshi Perricard, Giovanni",2.03
12018652,"Stewart, Hamish",
12018654,"Blockx, Alexander",1.91
12018655,"Martineau, Matteo",1.83
12018656,"Kuzmanov, Dimitar",1.83
12018665,"Bucsa, Cristina",1.76
12018667,"Krejcikova, Barbora",1.78
12018669,"Rybakina, Elena",1.84
12018670,"Kalinina, Anhelina",1.8
12018671,"Haddad Maia, Beatriz",1.85
12018672,"Rybakina, Elena",1.84
12018676,"Krejcikova, Barbora",1.78
12018677,"Raducanu, Emma",1.75
12018679,"Cirstea, Sorana",1.76
12018695,"Tauson, Clara",1.82
12018696,"Rus, Arantxa",1.8
12018698,"Dart, Harriet",1.75
12018699,"Andreeva, Erika",
12018700,"Parrizas Diaz, Nuria",1.7
12018701,"Cristian, Jaqueline",1.82
12018705,"Osorio Serrano, María Camila",1.7
12018706,"Cocciaretto, Elisabetta",1.66
12018707,"Errani, Sara",1.64
12018709,"Sevastova, Anastasija",1.69
12018720,"Kudermetova, Polina",
12018721,"Korneeva, Alina",
12018722,"Yamalapalli, Sahaja",
12018723,"Uchijima, Moyuka",1.74
12018726,"Volynets, Katie",1.7
12018728,"Park, Sohyun",
12018730,"Hartono, Arianne",
12018732,"Volynets, Katie",1.7
12018734,"Hunter, Storm",1.66
12038856,"Auger-Aliassime, Felix",1.93
12038858,"Ruusuvuori, Emil",1.88
12039977,"Choinski, Jan",1.96
12040232,"Quinn, Ethan",1.91
12046125,"Peliwo, Filip",1.8
12046787,"Kudla, Denis",1.8
12046847,"Neffa De Los Rios, Ana Paula",
12046849,"Brace, Cadence",
12046850,"Gonzalez Fernandez, Mario",1.85
12046852,"Andre, Seydina",
12046853,"Markham, Ava",
12046854,"Scott, Katrina",1.83
12046857,"Chang, Hanna",
12046858,"Shymanovich, Iryna",1.71
12046859,"Melnikova, Marina",1.73
12046861,"Niemeier, Jule",1.78
12046862,"Carlé, María Lourdes",1.66
12046864,"Stevanović, Natalija",1.64
12046868,"Marino, Rebecca",1.83
12046869,"Rodriguez, Victoria",
12046875,"Tamm, Kristjan",1.85
12046880,"Prihodko, Oleg",1.8
12046882,"Tiurnev, Evgenii",1.91
12046883,"Iannaccone, Federico",1.83
12046886,"Beckley, Alec",1.83
12046889,"Mejia, Nicolas",1.83
12046894,"Oliynykova, Oleksandra",
12046907,"Grant, William",
12046916,"Papamalamis, Theo",1.83
12046918,"Garcian, Axel",1.78
12046919,"Martin, Dan",1.75
12046920,"Masur, Daniel",1.83
12046921,"Massard, Loann",
12046922,"Kravchenko, Georgii",1.8
12046923,"Reco, Alexandre",1.85
12046926,"Freire Da Silva, Adan",
12046930,"Hoang, Antoine",1.83
12046940,"Mpetshi Perricard, Daphnee",
12046951,"Morderger, Tayisiya",
12046953,"Arias Manjón, Paula",
12046960,"Léonard, Manon",
12046961,"Monnot , Amandine",
12046963,"Chwalinska, Maja",1.64
12046964,"Radivojevic, Lola",
12046965,"Jacquemot, Elsa",
12046966,"Berberovic, Nefisa",
12046967,"Mena, Facundo",1.83
12046968,Vallejo Daniel,1.83
12046971,"Guillen Meza, Alvaro",1.75
12046973,"Aguilar Cardozo, Joaquin",
12047477,"Wei, Sijia",
12047478,"Aiava, Destanee",1.75
12047486,"Sawangkaew, Mananchaya",
12047510,"Hule, Petra",
12048604,"Reguer, Alyssa",
12048605,"Visscher, Stephanie Judith",
12048607,"Nishimura, Kayo",
12048608,"Daems, Josy",
12048610,"Inoue, Hina",
12048708,"Lopez, Noah",1.83
12048713,"Bondioli, Federico",
12048795,"Sadiković, Amra",1.86
12048798,"Van Poppel, Emma",
12048800,"Laskevich, Evialina",
12048801,"Karunaratne, Adithya",
12048802,"Khomutsianskaya, Daria",
12048805,"Kužmová, Katarína",
12048849,"Alcala Gurri, Max",1.78
12049021,"Fett, Jana",1.68
12049059,"Ferrari, Francesco",1.8
12049155,"Lingua Lavallen, Alejo Lorenzo",1.75
12049189,"Ghazouani Durand, Yanis",
12049357,"Bolkvadze, Mariam",
12049512,"Farjat, Tomas",1.88
12049513,"Ribeiro, Eduardo",1.78
12049514,"Parizzia, Nicolas",
12049515,"Dutra da Silva, Daniel",1.73
12049516,"Dellien Velasco, Murkel Alejandro",1.93
12049517,"Guillen Meza, Alvaro",1.75
12049518,"Marti Pujolras, Alex",1.85
12049526,"Boisson, Loïs",
12049551,"Chidekh, Clement",1.8
12049566,"Kozarov, Katarina",
12049599,"Adams, Harrison",1.83
12049729,"Osuigwe, Whitney",
12049874,"Grant, William",
12049876,"Wiersholm, Henrik",1.78
12049878,"Lilov, Victor",1.83
12049880,"Mejia, Nicolas",1.83
12049882,"Adams, Harrison",1.83
12049883,"Bynoe, Evan",1.85
12049884,"Segura, Matthew",1.85
12049886,"Dickerson, Ryan",
12049889,"Bonnaud, Arthur",1.75
12049895,"Bartha, Panna",
12049896,"Chang, Sophie",1.85
12049897,"Daniel, Jaeda",
12049898,"Chirico, Louisa",1.75
12049903,"Urhobo, Akasha",
12049904,"Kendall-Woseley, Meisha",
12049905,"Cross, Kayla",
12050318,"Zhao, Carol",1.68
12050322,"Saito, Sara",
12050331,"Ercan, Melisa",
12050338,"Kaji, Haruka",
12050443,"McPhee, Kaylah",
12050843,"Gjorcheska, Lina",
12050880,"Melzer, Gerald",1.88
12050981,"Tabur, Clement",1.73
12050982,"Pavlova, Kira",
12051020,"Shalimova, Ekaterina",
12051497,"Lukas, Tena",
12051498,"Tomescu, Dan Alexandru",
12051584,"Polukhin, Savva",
12051608,"Simakin, Ilia",1.93
12051630,"Majchrzak, Kamil",1.8
12051669,"Bertrand, Robin",1.78
12051670,"Arutiunian, Erik",1.91
12051674,"Barroso Campos, Alberto",1.78
12051676,"Mintegi Del Olmo, Ane",
12051677,"Topalova, Gergana",
12051678,"Bartone, Kamilla",
12051679,"Erhard, Mathys",1.88
12051680,"Clarke, Jay",1.83
12051681,"Dencheva, Rositsa",
12051682,"Hudd, Emile",1.93
12051694,"Mi, Tianmi",
12051702,"Kuwata, Hiroko",
12051706,"Vicens Mas, Rosa",
12051707,"Hardt, Nick",1.83
12051708,"Ovcharenko, Oleksandr",1.85
12051714,"Carboni, Lorenzo",1.68
12051715,"Shinikova, Isabella",1.84
12051795,"Furness, Evan",1.73
12051796,"Perez Contri, Sergi",1.75
12051797,"Kempen, Magali",
12051799,"Bosio, Gabriele",
12051802,"Zucchini, Arianna",
12051803,"Maklakova, Ekaterina",
12051815,"Manda, Calin",1.85
12051817,"Kravchenko, Georgii",1.8
12051939,"Gutierrez, Oscar Jose",1.7
12051954,"Gonzalez Fernandez, Mario",1.85
12051955,"Inoue, Hina",
12051969,"Barreto Sanchez, Diego Augusto",1.83
12051970,"Ezzat, Yasmin",
12052001,"Grey, Sarah Beth",
12052002,"Palicova, Barbora",1.68
12052003,"Bolkvadze, Mariam",
12052020,"Rouvroy, Margaux",
12052052,"Oberleitner, Neil",1.93
12052126,"Sin, San Hui",1.78
12052127,"Sakamoto, Rei",1.93
12052130,"Ojakaar, Oliver",1.91
12052140,"Falei, Aliona",
12052141,"Kostic, Tamara",
12052156,"Werner, Caroline",
12052157,"Dunne, Katy",
12052175,"Saraiva dos Santos, Paulo André",1.8
12052220,"Ionel, Nicholas David",1.85
12052221,"Den Heijer, Guy",
12052222,"Visscher, Stephanie Judith",
12052254,"Kononova, Maria",
12052255,"Léonard, Manon",
12052259,"Ishii, Sayaka",
12052260,"Iannaccone, Federico",1.83
12052261,"Sadiković, Amra",1.86
12052281,"Kužmová, Katarína",
12052307,"Walch, Antoine",
12052312,"Masur, Daniel",1.83
12052321,"Grant, William",
12052333,"Ribeiro, Eduardo",1.78
12052354,"Kuzuhara, Bruno",1.75
12052367,"Karunaratne, Adithya",
12052382,"Khomutsianskaya, Daria",
12052418,"Partaud, Marine",
12052426,"Jacquemot, Elsa",
12052428,"Mena, Facundo",1.83
12052429,"Musitelli, François",
12052436,"Kodat, Toby Alex",1.78
12052439,"Dellien Velasco, Murkel Alejandro",1.93
12052448,"Zamarripa, Maribella",
12052481,"Wiersholm, Henrik",1.78
12052488,"Chwalinska, Maja",1.64
12052498,"Brace, Cadence",
12052502,"Bouquier, Arthur",1.88
12052534,"Pattinama Kerkhove, Lesley",1.72
12052535,"Lepchenko, Varvara",1.8
12052547,"Bynoe, Evan",1.85
12052550,"Scott, Katrina",1.83
12052551,Vallejo Daniel,1.83
12052554,"Dutra da Silva, Daniel",1.73
12052556,"Chang, Sophie",1.85
12052614,"Nefve, Axel",1.93
12052684,"Niemeier, Jule",1.78
12052761,"Kolodynska, Jana",
12053206,"Marino, Rebecca",1.83
12053214,"Saito, Sara",
12053218,"Carlé, María Lourdes",1.66
12053221,"Ito, Aoi",
12053231,"Joint, Maya",
12053258,"Wei, Sijia",
12053865,"Erhard, Mathys",1.88
12053941,"Gengel, Marek",1.85
12054289,"Ojakaar, Oliver",1.91
12054299,"Clarke, Jay",1.83
12054300,"Bondioli, Federico",
12054302,"Denolly, Corentin",1.88
12054304,"Iannaccone, Federico",1.83
12054311,"Karunaratne, Adithya",
12054312,"Shinikova, Isabella",1.84
12054313,"Hardt, Nick",1.83
12054328,"Barroso Campos, Alberto",1.78
12054402,"Ionel, Nicholas David",1.85
12054403,"Gjorcheska, Lina",
12054428,"Dunne, Katy",
12054429,"Alkotop, Mousa",
12054435,"Bertrand, Robin",1.78
12054437,"Kužmová, Katarína",
12054479,"Bejenaru, Karola Patricia",
12054502,"Inoue, Hina",
12054552,"Furness, Evan",1.73
12054557,"Drugdová, Salma",
12054559,"Bagnolini, Daniel",
12054581,"Dal, Selina",
12054583,"Kuwata, Hiroko",
12054591,"Palicova, Barbora",1.68
12054633,"Chidekh, Clement",1.8
12054651,"Oberleitner, Neil",1.93
12054690,"Cadar, Elena Teodora",
12054727,"Wang, Xiyu",1.82
12054728,"Tomova, Viktoriya",1.7
12054729,"Masarova, Rebeka",1.86
12054730,"Yuan, Yue",1.78
12054732,"Öz, İpek",1.78
12054734,"Rodionova, Arina",1.68
12054739,"Parks, Alycia",1.85
12054740,"Bronzetti, Lucia",1.7
12054741,"Frech, Magdalena",1.71
12054784,"Masur, Daniel",1.83
12017963,"Hanfmann, Yannick",1.93
12017964,"Hanfmann, Yannick",1.93
12017965,"Munar, Jaume",1.83
12017967,"Dellien, Hugo",1.8
12017970,"Etcheverry, Tomas Martin",1.96
12017971,"Tirante, Thiago Agustin",1.85
12017973,"Darderi, Luciano",1.83
12017974,"Díaz Acosta, Facundo",1.83
12018501,"Tiafoe, Frances",1.88
12018502,"Thompson, Jordan",1.83
12018504,"Koepfer, Dominik",1.8
12018505,"Tiafoe, Frances",1.88
12018506,"Mannarino, Adrian",1.8
12018508,"Thompson, Jordan",1.83
12018511,"Mannarino, Adrian",1.8
12018512,"Koepfer, Dominik",1.8
12018530,"Korda, Sebastian",1.96
12018531,"Auger-Aliassime, Felix",1.93
12018532,"Zhang, Zhizhen",1.93
12018533,"Humbert, Ugo",1.88
12018535,"Hurkacz, Hubert",1.96
12018536,"Ruusuvuori, Emil",1.88
12018540,"Rinderknech, Arthur",1.96
12018541,"Lehečka, Jiří",1.85
12018542,"Hurkacz, Hubert",1.96
12018574,"Walton, Adam",1.83
12018575,"McCabe, James",1.88
12018576,"Sweeny, Dane",1.7
12018580,"Uchiyama, Yasutaka",1.83
12018587,"Walton, Adam",1.83
12018588,"Tu, Li",1.8
12018620,"Nardi, Luca",1.85
12018623,"Mukund, Sasikumar",1.85
12018624,"Tseng, Chun Hsin",1.75
12018626,"Palan, Dominik",1.91
12018627,"Švrčina, Dalibor",1.78
12018628,"Echargui, Moez",1.78
12018633,"Nardi, Luca",1.85
12018643,"Kolar, Zdenek",1.83
12018645,"Blockx, Alexander",1.91
12018647,"Kuzmanov, Dimitar",1.83
12018648,"Kukushkin, Mikhail",1.83
12018649,"Kolar, Zdenek",1.83
12018651,"Mpetshi Perricard, Giovanni",2.03
12018654,"Blockx, Alexander",1.91
12018655,"Martineau, Matteo",1.83
12018656,"Kuzmanov, Dimitar",1.83
12018657,"Kukushkin, Mikhail",1.83
12018665,"Bucsa, Cristina",1.76
12018669,"Rybakina, Elena",1.84
12018671,"Haddad Maia, Beatriz",1.85
12018672,"Rybakina, Elena",1.84
12018675,"Kasatkina, Daria",1.7
12018676,"Krejcikova, Barbora",1.78
12018678,"Kasatkina, Daria",1.7
12018695,"Tauson, Clara",1.82
12018697,"Rus, Arantxa",1.8
12018698,"Dart, Harriet",1.75
12018701,"Cristian, Jaqueline",1.82
12018703,"Plíšková, Karolína",1.86
12018704,"Bogdan, Ana",1.71
12018705,"Osorio Serrano, María Camila",1.7
12018707,"Errani, Sara",1.64
12018720,"Kudermetova, Polina",
12018722,"Yamalapalli, Sahaja",
12018724,"Semenistaja, Darja",
12018725,"Volynets, Katie",1.7
12018726,"Volynets, Katie",1.7
12018730,"Hartono, Arianne",
12018734,"Hunter, Storm",1.66
12046889,"Mejia, Nicolas",1.83
12046971,"Guillen Meza, Alvaro",1.75
12049551,"Chidekh, Clement",1.8
12049566,"Kozarov, Katarina",
12049599,"Adams, Harrison",1.83
12049729,"Osuigwe, Whitney",
12050318,"Zhao, Carol",1.68
12051702,"Kuwata, Hiroko",
12051795,"Furness, Evan",1.73
12051802,"Zucchini, Arianna",
12051803,"Maklakova, Ekaterina",
12051817,"Kravchenko, Georgii",1.8
12051970,"Ezzat, Yasmin",
12052001,"Grey, Sarah Beth",
12052003,"Bolkvadze, Mariam",
12052052,"Oberleitner, Neil",1.93
12052140,"Falei, Aliona",
12052175,"Saraiva dos Santos, Paulo André",1.8
12052254,"Kononova, Maria",
12052255,"Léonard, Manon",
12052259,"Ishii, Sayaka",
12052321,"Grant, William",
12052333,"Ribeiro, Eduardo",1.78
12052354,"Kuzuhara, Bruno",1.75
12052418,"Partaud, Marine",
12052426,"Jacquemot, Elsa",
12052428,"Mena, Facundo",1.83
12052436,"Kodat, Toby Alex",1.78
12052439,"Dellien Velasco, Murkel Alejandro",1.93
12052448,"Zamarripa, Maribella",
12052481,"Wiersholm, Henrik",1.78
12052488,"Chwalinska, Maja",1.64
12052498,"Brace, Cadence",
12052502,"Bouquier, Arthur",1.88
12052534,"Pattinama Kerkhove, Lesley",1.72
12052535,"Lepchenko, Varvara",1.8
12052547,"Bynoe, Evan",1.85
12052550,"Scott, Katrina",1.83
12052551,Vallejo Daniel,1.83
12052554,"Dutra da Silva, Daniel",1.73
12052556,"Chang, Sophie",1.85
12052614,"Nefve, Axel",1.93
12052684,"Niemeier, Jule",1.78
12052761,"Kolodynska, Jana",
12053206,"Marino, Rebecca",1.83
12053214,"Saito, Sara",
12053218,"Carlé, María Lourdes",1.66
12053221,"Ito, Aoi",
12053231,"Joint, Maya",
12053258,"Wei, Sijia",
12053865,"Erhard, Mathys",1.88
12053932,"Lukas, Tena",
12053941,"Gengel, Marek",1.85
12054269,"Topalova, Gergana",
12054289,"Ojakaar, Oliver",1.91
12054299,"Clarke, Jay",1.83
12054300,"Bondioli, Federico",
12054302,"Denolly, Corentin",1.88
12054304,"Iannaccone, Federico",1.83
12054311,"Karunaratne, Adithya",
12054312,"Shinikova, Isabella",1.84
12054313,"Hardt, Nick",1.83
12054328,"Barroso Campos, Alberto",1.78
12054355,"Merida Aguilar, Daniel",1.88
12054402,"Ionel, Nicholas David",1.85
12054403,"Gjorcheska, Lina",
12054420,"Tabur, Clement",1.73
12054428,"Dunne, Katy",
12054429,"Alkotop, Mousa",
12054435,"Bertrand, Robin",1.78
12054437,"Kužmová, Katarína",
12054479,"Bejenaru, Karola Patricia",
12054502,"Inoue, Hina",
12054552,"Furness, Evan",1.73
12054557,"Drugdová, Salma",
12054559,"Bagnolini, Daniel",
12054581,"Dal, Selina",
12054583,"Kuwata, Hiroko",
12054591,"Palicova, Barbora",1.68
12054601,"Rouvroy, Margaux",
12054632,"Boisson, Loïs",
12054633,"Chidekh, Clement",1.8
12054651,"Oberleitner, Neil",1.93
12054690,"Cadar, Elena Teodora",
12054727,"Wang, Xiyu",1.82
12054728,"Tomova, Viktoriya",1.7
12054729,"Masarova, Rebeka",1.86
12054730,"Yuan, Yue",1.78
12054731,"Hibino, Nao",1.63
12054732,"Öz, İpek",1.78
12054733,"Pera, Bernarda",1.76
12054734,"Rodionova, Arina",1.68
12054735,"Birrell, Kimberly",1.7
12054736,"Parry, Diane",1.7
12054737,"Sorribes Tormo, Sara",1.76
12054739,"Parks, Alycia",1.85
12054740,"Bronzetti, Lucia",1.7
12054741,"Frech, Magdalena",1.71
12054752,"Ma, Lea",
12054762,"Guillen Meza, Alvaro",1.75
12054770,"Falei, Aliona",
12054784,"Masur, Daniel",1.83
12054845,"Justo, Guido Ivan",1.78
12054861,"Kodat, Toby Alex",1.78
12054931,"Nefve, Axel",1.93
12054970,"Bartha, Panna",
12055041,"Kozarov, Katarina",
12055042,"Chang, Sophie",1.85
12055119,"Kuzuhara, Bruno",1.75
12055122,"Jacquemot, Elsa",
12055215,"Mejia, Nicolas",1.83
12055232,"Dellien Velasco, Murkel Alejandro",1.93
12055265,"Melnikova, Marina",1.73
12055342,"Marino, Rebecca",1.83
12055771,"Niemeier, Jule",1.78
12055783,"Saito, Sara",
12055835,"Carlé, María Lourdes",1.66
12055836,"Joint, Maya",
12056233,"Trevisan, Martina",1.6
12056234,"Hibino, Nao",1.63
12056235,"Gengel, Marek",1.85
12056239,"Ojakaar, Oliver",1.91
12056307,"Kužmová, Katarína",
12056390,"Ionel, Nicholas David",1.85
12056393,"Simakin, Ilia",1.93
12056394,"Cadar, Elena Teodora",
12056494,"Masur, Daniel",1.83
12056498,"Tiurnev, Evgenii",1.91
12056503,"Kempen, Magali",
12056521,"Sasnovich, Aliaksandra",1.74
12056522,"Yuan, Yue",1.78
12056538,"Dal, Selina",
12056563,"Makarova, Ekaterina",
12056577,"Jianu, Filip Cristian",1.8
12056615,"Oberleitner, Neil",1.93
12056624,"Frech, Magdalena",1.71
12056746,"Andreeva, Erika",
12056747,"Trevisan, Martina",1.6
12056784,"Tomova, Viktoriya",1.7
12056796,"Babos, Tímea",1.79
12056823,"Dellien Velasco, Murkel Alejandro",1.93
12056840,"Rodionov, Jurij",1.91
12056841,"Zeppieri, Giulio",1.83
12056844,"Van Assche, Luca",1.78
12056845,"Goffin, David",1.8
12056846,"Gaston, Hugo",1.73
12056847,"Shapovalov, Denis",1.85
12056893,"Siegemund, Laura",1.68
12056915,"Léonard, Manon",
12058095,"Tabur, Clement",1.73
12058097,"Lukas, Tena",
12058236,"Merida Aguilar, Daniel",1.88
12058286,"Hercog, Polona",1.85
12017963,"Hanfmann, Yannick",1.93
12017964,"Hanfmann, Yannick",1.93
12017965,"Munar, Jaume",1.83
12017967,"Dellien, Hugo",1.8
12017970,"Etcheverry, Tomas Martin",1.96
12017971,"Tirante, Thiago Agustin",1.85
12017972,"Darderi, Luciano",1.83
12017974,"Díaz Acosta, Facundo",1.83
12017976,"Bagnis, Facundo",1.83
12018502,"Thompson, Jordan",1.83
12018503,"Giron, Marcos",1.8
12018504,"Koepfer, Dominik",1.8
12018505,"Tiafoe, Frances",1.88
12018507,"Shelton, Ben",1.93
12018511,"Mannarino, Adrian",1.8
12018532,"Zhang, Zhizhen",1.93
12018533,"Humbert, Ugo",1.88
12018537,"Khachanov, Karen",1.98
12018538,"Hurkacz, Hubert",1.96
12018540,"Rinderknech, Arthur",1.96
12018542,"Hurkacz, Hubert",1.96
12018576,"Sweeny, Dane",1.7
12018586,"Walton, Adam",1.83
12018587,"Walton, Adam",1.83
12018620,"Nardi, Luca",1.85
12018627,"Švrčina, Dalibor",1.78
12018632,"Nardi, Luca",1.85
12018633,"Nardi, Luca",1.85
12018643,"Kolar, Zdenek",1.83
12018645,"Blockx, Alexander",1.91
12018647,"Kuzmanov, Dimitar",1.83
12018650,"Martineau, Matteo",1.83
12018657,"Kukushkin, Mikhail",1.83
12018671,"Haddad Maia, Beatriz",1.85
12018673,"Rybakina, Elena",1.84
12018674,"Rybakina, Elena",1.84
12018675,"Kasatkina, Daria",1.7
12018678,"Kasatkina, Daria",1.7
12018697,"Rus, Arantxa",1.8
12018698,"Dart, Harriet",1.75
12018701,"Cristian, Jaqueline",1.82
12018702,"Dart, Harriet",1.75
12018703,"Plíšková, Karolína",1.86
12018704,"Bogdan, Ana",1.71
12018720,"Kudermetova, Polina",
12018724,"Semenistaja, Darja",
12018725,"Volynets, Katie",1.7
12018729,"Semenistaja, Darja",
12053865,"Erhard, Mathys",1.88
12053932,"Lukas, Tena",
12054269,"Topalova, Gergana",
12054312,"Shinikova, Isabella",1.84
12054313,"Hardt, Nick",1.83
12054355,"Merida Aguilar, Daniel",1.88
12054403,"Gjorcheska, Lina",
12054420,"Tabur, Clement",1.73
12054552,"Furness, Evan",1.73
12054583,"Kuwata, Hiroko",
12054601,"Rouvroy, Margaux",
12054632,"Boisson, Loïs",
12054651,"Oberleitner, Neil",1.93
12054728,"Tomova, Viktoriya",1.7
12054731,"Hibino, Nao",1.63
12054733,"Pera, Bernarda",1.76
12054735,"Birrell, Kimberly",1.7
12054736,"Parry, Diane",1.7
12054737,"Sorribes Tormo, Sara",1.76
12054739,"Parks, Alycia",1.85
12054740,"Bronzetti, Lucia",1.7
12054752,"Ma, Lea",
12054762,"Guillen Meza, Alvaro",1.75
12054770,"Falei, Aliona",
12054845,"Justo, Guido Ivan",1.78
12054861,"Kodat, Toby Alex",1.78
12054931,"Nefve, Axel",1.93
12054970,"Bartha, Panna",
12055041,"Kozarov, Katarina",
12055042,"Chang, Sophie",1.85
12055119,"Kuzuhara, Bruno",1.75
12055122,"Jacquemot, Elsa",
12055215,"Mejia, Nicolas",1.83
12055232,"Dellien Velasco, Murkel Alejandro",1.93
12055265,"Melnikova, Marina",1.73
12055342,"Marino, Rebecca",1.83
12055771,"Niemeier, Jule",1.78
12055783,"Saito, Sara",
12055835,"Carlé, María Lourdes",1.66
12055836,"Joint, Maya",
12056233,"Trevisan, Martina",1.6
12056234,"Hibino, Nao",1.63
12056235,"Gengel, Marek",1.85
12056239,"Ojakaar, Oliver",1.91
12056307,"Kužmová, Katarína",
12056390,"Ionel, Nicholas David",1.85
12056393,"Simakin, Ilia",1.93
12056394,"Cadar, Elena Teodora",
12056494,"Masur, Daniel",1.83
12056498,"Tiurnev, Evgenii",1.91
12056503,"Kempen, Magali",
12056521,"Sasnovich, Aliaksandra",1.74
12056522,"Yuan, Yue",1.78
12056538,"Dal, Selina",
12056563,"Makarova, Ekaterina",
12056577,"Jianu, Filip Cristian",1.8
12056615,"Oberleitner, Neil",1.93
12056624,"Frech, Magdalena",1.71
12056746,"Andreeva, Erika",
12056747,"Trevisan, Martina",1.6
12056757,"Karatancheva, Lia",
12056784,"Tomova, Viktoriya",1.7
12056796,"Babos, Tímea",1.79
12056823,"Dellien Velasco, Murkel Alejandro",1.93
12056824,"Rybakov, Alex",1.85
12056829,"Falei, Aliona",
12056830,"Sieg, Madison",
12056840,"Rodionov, Jurij",1.91
12056841,"Zeppieri, Giulio",1.83
12056844,"Van Assche, Luca",1.78
12056845,"Goffin, David",1.8
12056846,"Gaston, Hugo",1.73
12056847,"Shapovalov, Denis",1.85
12056848,"Fucsovics, Marton",1.88
12056849,"Cressy, Maxime",2.01
12056868,"Tsurenko, Lesia",1.74
12056877,"Dolehide, Caroline",1.78
12056880,"Vekić, Donna",1.79
12056888,"Bertran, Peter",1.83
12056892,"Bueno, Gonzalo",1.73
12056893,"Siegemund, Laura",1.68
12056915,"Léonard, Manon",
12057053,"Vickery, Sachia",1.63
12057492,"Shimabukuro, Sho",1.8
12057493,Flavio Cobolli,1.83
12057495,"Quinn, Ethan",1.91
12057496,"Andreozzi, Guido",1.83
12057497,"Albot, Radu",1.75
12057498,"Diallo, Gabriel",2.03
12057501,"Comesaña, Francisco",1.78
12057502,"Cerundolo, Juan Manuel",1.83
12057503,"Munar, Jaume",1.83
12057504,"Moutet, Corentin",1.8
12057505,"Galan, Daniel Elahi",1.91
12057506,"Burruchaga, Roman Andres",1.83
12057507,"Ramos-Vinolas, Albert",1.88
12057508,"Martinez, Pedro",1.85
12057509,"Ito, Aoi",
12057579,"Osuigwe, Whitney",
12058095,"Tabur, Clement",1.73
12058097,"Lukas, Tena",
12058235,"Llamas Ruiz, Pablo",1.88
12058236,"Merida Aguilar, Daniel",1.88
12058257,"Gengel, Marek",1.85
12058286,"Hercog, Polona",1.85
12058311,"Cadar, Elena Teodora",
12058348,"Sukhotina, Anastasia",
12058349,"Feng, Shuo",
12058350,"Hanatani, Nagi",
12058351,"Vojcinakova, Ingrid",
12058353,"Pokotilov, Boris",1.8
12058357,"Jang, Yunseok",1.8
12058358,"Woerner, Paul",
12058360,"Vales, Amit",
12058361,"Schmidt, Antonia",
12058362,"Yoshioka, Kisa",
12058363,"Crowther, Corban",1.8
12058365,"Steiner, Maik",1.85
12058366,"Luikham, Jennifer",
12058368,"Bhandari, Priyanshi",
12058370,"Yang, Yidi",
12058373,"Fetecău, Irina",
12058374,"Yamasaki, Jumpei",1.8
12058377,"Ogura, Kosuke",1.7
12058379,"Zheng, Wushuang",
12058407,"Tabur, Clement",1.73
12058408,"Clarke, Jay",1.83
12058489,"Chidekh, Clement",1.8
12058493,"Lukas, Tena",
12058576,"Bertrand, Robin",1.78
12058608,"Vishwakarma, Siddharth",1.91
12058609,"Pieczkowski, Olaf",1.83
12058610,"Uchida, Kaichi",1.8
12058612,"Added, Dan",1.83
